RANK,SEASON,TEAM,PLAYOFF_TEAM,AVERAGE_AGE,W,L,W/L%,PW,PL,MOV,SOS,SRS,ORTG,DRTG,NRTG,PACE,FT_RATE,3PA_RATE,TS%,OFFENSIVE_EFG%,OFFENSIVE_TOV%,OFFENSIVE_ORB%,OFFENSIVE_FT/FGA,DEFENSIVE_eFG%,DEFENSIVE_TOV%,DEFENSIVE_DRB%,DEFENSIVE_FT/FGA,ARENA,TOTAL_ATTENDANCE,ATTENDANCE/G
1.0,2004-2005,San Antonio Spurs,1,28.5,59.0,23.0,0.7195121951219512,63,19,7.8,0.03,7.84,107.5,98.8,8.7,88.9,0.32899999999999996,0.21600000000000003,0.534,0.49200000000000005,13.2,29.1,0.23800000000000002,0.452,14.7,73.6,0.23600000000000002,SBC Center,750970,18316
2.0,2004-2005,Phoenix Suns,1,25.2,62.0,20.0,0.7560975609756098,59,23,7.12,-0.04,7.08,114.5,107.1,7.4,95.9,0.29600000000000004,0.289,0.5710000000000001,0.534,12.4,27.5,0.222,0.478,12.0,68.3,0.17600000000000002,America West Arena,726066,17709
3.0,2004-2005,Dallas Mavericks,1,27.7,58.0,24.0,0.7073170731707317,57,25,5.74,0.11,5.86,110.3,104.1,6.2,92.7,0.34600000000000003,0.19,0.545,0.49200000000000005,12.5,28.6,0.273,0.47200000000000003,14.3,70.2,0.239,American Airlines Center,822533,20062
4.0,2004-2005,Miami Heat,1,28.0,59.0,23.0,0.7195121951219512,59,23,6.52,-0.76,5.77,110.2,103.1,7.1,90.8,0.387,0.198,0.5589999999999999,0.524,13.1,27.0,0.26,0.46,12.4,74.1,0.242,AmericanAirlines Arena,815143,19882
5.0,2004-2005,Houston Rockets,1,29.7,51.0,31.0,0.6219512195121951,53,29,4.04,0.23,4.27,106.2,101.7,4.5,88.8,0.309,0.237,0.534,0.486,13.5,26.3,0.242,0.45899999999999996,12.9,74.5,0.245,Toyota Center,663444,16182
6.0,2004-2005,Detroit Pistons,1,27.9,54.0,28.0,0.6585365853658537,53,29,3.87,-0.55,3.31,105.6,101.2,4.4,87.2,0.335,0.16399999999999998,0.519,0.47200000000000003,13.3,31.2,0.247,0.461,13.5,73.0,0.207,The Palace of Auburn Hills,905116,22076
7.0,2004-2005,Memphis Grizzlies,1,26.3,45.0,37.0,0.5487804878048781,48,34,2.29,0.34,2.64,105.5,102.9,2.6,88.5,0.32299999999999995,0.237,0.535,0.489,14.3,27.1,0.243,0.466,15.4,69.9,0.27,FedEx Forum,691362,16862
8.0,2004-2005,Seattle SuperSonics,1,26.0,52.0,30.0,0.6341463414634146,48,34,2.29,0.3,2.59,112.2,109.6,2.6,87.9,0.32799999999999996,0.281,0.546,0.495,13.0,32.4,0.259,0.496,12.9,71.3,0.249,KeyArena at Seattle Center,675490,16475
9.0,2004-2005,Sacramento Kings,1,27.7,50.0,32.0,0.6097560975609756,47,35,2.16,0.4,2.56,110.5,108.2,2.3,93.0,0.287,0.2,0.541,0.496,12.0,28.8,0.226,0.493,13.3,69.0,0.214,ARCO Arena (II),709997,17317
10.0,2004-2005,Denver Nuggets,1,26.7,49.0,33.0,0.5975609756097561,47,35,2.02,0.2,2.23,106.0,103.9,2.1,93.5,0.35,0.142,0.535,0.483,13.8,28.4,0.267,0.48200000000000004,15.1,71.7,0.247,Pepsi Center,723949,17657
11.0,2004-2005,Minnesota Timberwolves,0,29.0,44.0,38.0,0.5365853658536586,45,37,1.45,0.28,1.73,108.2,106.6,1.6,89.1,0.275,0.17300000000000001,0.534,0.489,12.7,28.6,0.21899999999999997,0.47200000000000003,11.2,71.4,0.20800000000000002,Target Center,704438,17181
12.0,2004-2005,Chicago Bulls,1,25.0,47.0,35.0,0.573170731707317,44,38,1.06,-0.41,0.65,101.4,100.3,1.1,92.4,0.311,0.217,0.517,0.47100000000000003,15.5,28.4,0.233,0.45399999999999996,14.4,72.6,0.262,United Center,828384,20204
13.0,2004-2005,Indiana Pacers,1,28.3,44.0,38.0,0.5365853658536586,43,39,0.76,-0.27,0.49,105.5,104.6,0.9,87.2,0.358,0.255,0.534,0.47600000000000003,14.1,26.4,0.28300000000000003,0.47200000000000003,13.6,71.3,0.261,Conseco Fieldhouse,696764,16994
14.0,2004-2005,Boston Celtics,1,27.1,45.0,37.0,0.5487804878048781,43,39,0.87,-0.52,0.35,107.5,106.6,0.9,93.3,0.35700000000000004,0.192,0.551,0.501,14.7,27.2,0.273,0.48100000000000004,14.2,70.1,0.27399999999999997,FleetCenter,656081,16002
15.0,2004-2005,Cleveland Cavaliers,0,26.5,42.0,40.0,0.5121951219512195,43,39,0.79,-0.52,0.27,106.6,105.7,0.9,89.7,0.325,0.135,0.518,0.47,13.0,32.5,0.244,0.485,14.1,71.5,0.248,Gund Arena,784249,19128
16.0,2004-2005,Los Angeles Clippers,0,25.5,37.0,45.0,0.45121951219512196,39,43,-0.77,0.3,-0.47,105.5,106.4,-0.9,89.1,0.35700000000000004,0.105,0.5329999999999999,0.47700000000000004,14.9,30.3,0.278,0.48,13.0,71.3,0.235,STAPLES Center,696181,16980
17.0,2004-2005,Washington Wizards,1,25.3,45.0,37.0,0.5487804878048781,40,42,-0.33,-0.38,-0.71,107.2,107.5,-0.3,93.3,0.364,0.22,0.523,0.474,12.9,31.1,0.264,0.498,14.6,70.0,0.23,MCI Center,705069,17197
18.0,2004-2005,Philadelphia 76ers,1,26.4,43.0,39.0,0.524390243902439,39,43,-0.74,-0.33,-1.07,103.5,104.3,-0.8,94.9,0.326,0.21600000000000003,0.528,0.475,14.2,25.4,0.257,0.485,15.4,72.7,0.267,Wachovia Center,732686,17870
19.0,2004-2005,Golden State Warriors,0,26.7,34.0,48.0,0.4146341463414634,35,47,-2.16,0.42,-1.74,104.7,106.9,-2.2,93.3,0.278,0.252,0.512,0.475,12.3,27.8,0.201,0.491,13.9,69.7,0.22699999999999998,Oakland Arena,670368,16350
20.0,2004-2005,Toronto Raptors,0,27.0,33.0,49.0,0.4024390243902439,36,46,-1.62,-0.19,-1.81,106.9,108.7,-1.8,92.7,0.316,0.253,0.539,0.49200000000000005,12.5,23.7,0.244,0.499,13.4,71.1,0.24,Air Canada Centre,703388,17156
21.0,2004-2005,New Jersey Nets,1,27.8,42.0,40.0,0.5121951219512195,36,46,-1.5,-0.32,-1.82,101.4,103.1,-1.7,89.1,0.318,0.187,0.512,0.46299999999999997,13.7,25.5,0.242,0.479,15.2,73.2,0.278,Continental Airlines Arena,618681,15090
22.0,2004-2005,Los Angeles Lakers,0,26.0,34.0,48.0,0.4146341463414634,33,49,-2.96,0.64,-2.32,108.1,111.4,-3.3,90.8,0.322,0.273,0.535,0.485,13.4,29.5,0.251,0.493,11.0,71.1,0.218,STAPLES Center,770494,18793
23.0,2004-2005,Orlando Magic,0,26.5,36.0,46.0,0.43902439024390244,35,47,-2.24,-0.27,-2.52,104.9,107.3,-2.4,94.7,0.35,0.13699999999999998,0.529,0.478,14.6,29.9,0.265,0.484,13.2,71.3,0.255,TD Waterhouse Centre,597942,14584
24.0,2004-2005,New York Knicks,0,27.3,33.0,49.0,0.4024390243902439,34,48,-2.44,-0.28,-2.72,106.2,108.9,-2.7,90.7,0.312,0.188,0.531,0.485,13.8,28.3,0.239,0.501,13.8,71.2,0.265,Madison Square Garden (IV),800144,19516
25.0,2004-2005,Milwaukee Bucks,0,26.9,30.0,52.0,0.36585365853658536,32,50,-2.99,-0.1,-3.09,106.6,109.8,-3.2,90.8,0.33899999999999997,0.141,0.527,0.475,13.0,29.0,0.261,0.499,12.4,72.0,0.233,Bradley Center,637009,15537
26.0,2004-2005,Portland Trail Blazers,0,27.0,27.0,55.0,0.32926829268292684,29,53,-4.0,0.55,-3.45,103.2,107.7,-4.5,89.8,0.303,0.18100000000000002,0.524,0.484,15.2,29.6,0.21899999999999997,0.479,12.6,67.7,0.204,Rose Garden Arena,680374,16594
27.0,2004-2005,Utah Jazz,0,25.7,26.0,56.0,0.3170731707317073,29,53,-4.27,0.53,-3.74,104.7,109.5,-4.8,88.4,0.361,0.121,0.522,0.469,15.0,31.9,0.273,0.499,14.2,72.3,0.34,Delta Center,769014,18756
28.0,2004-2005,Charlotte Bobcats,0,24.9,18.0,64.0,0.21951219512195122,24,58,-5.99,-0.16,-6.15,101.1,107.5,-6.4,92.3,0.306,0.128,0.49700000000000005,0.455,13.3,29.5,0.217,0.49700000000000005,14.7,70.9,0.26899999999999996,Charlotte Coliseum,591701,14432
29.0,2004-2005,New Orleans Hornets,0,27.5,18.0,64.0,0.21951219512195122,21,61,-7.07,0.78,-6.3,99.7,107.7,-8.0,87.6,0.27899999999999997,0.201,0.493,0.446,14.2,29.1,0.214,0.491,13.9,70.7,0.261,New Orleans Arena,583070,14221
30.0,2004-2005,Atlanta Hawks,0,26.0,13.0,69.0,0.15853658536585366,16,66,-9.71,0.09,-9.62,100.6,111.1,-10.5,91.4,0.299,0.146,0.504,0.46399999999999997,14.9,30.7,0.212,0.513,14.0,72.1,0.289,Philips Arena,586390,14302
1.0,2005-2006,San Antonio Spurs,1,29.8,63.0,19.0,0.7682926829268293,61,21,6.82,-0.13,6.69,107.3,99.6,7.7,88.5,0.298,0.215,0.546,0.513,13.6,26.0,0.209,0.457,13.5,74.2,0.22,SBC Center,770677,18797
2.0,2005-2006,Detroit Pistons,1,28.5,64.0,18.0,0.7804878048780488,60,22,6.67,-0.44,6.24,110.8,103.1,7.7,86.8,0.297,0.221,0.535,0.49700000000000005,11.2,28.9,0.21600000000000003,0.47700000000000004,13.7,71.2,0.191,The Palace of Auburn Hills,905116,22076
3.0,2005-2006,Dallas Mavericks,1,27.5,60.0,22.0,0.7317073170731707,58,24,6.07,-0.11,5.96,111.8,105.0,6.8,87.8,0.364,0.175,0.55,0.495,13.1,31.8,0.285,0.475,13.7,72.2,0.257,American Airlines Center,824693,20114
4.0,2005-2006,Phoenix Suns,1,27.5,54.0,28.0,0.6585365853658537,55,27,5.55,-0.07,5.48,111.5,105.8,5.7,95.8,0.20600000000000002,0.293,0.568,0.537,12.2,22.1,0.166,0.49,13.2,72.1,0.2,America West Arena,730179,17809
5.0,2005-2006,Memphis Grizzlies,1,28.1,49.0,33.0,0.5975609756097561,52,30,3.7,0.05,3.74,105.9,101.6,4.3,86.3,0.33899999999999997,0.258,0.537,0.496,13.9,25.8,0.24100000000000002,0.469,14.7,72.0,0.237,FedEx Forum,647533,15793
6.0,2005-2006,Miami Heat,1,29.2,52.0,30.0,0.6341463414634146,52,30,3.87,-0.27,3.59,108.7,104.5,4.2,91.6,0.363,0.22699999999999998,0.556,0.517,13.9,26.7,0.254,0.47700000000000004,12.4,76.4,0.251,AmericanAirlines Arena,818149,19955
7.0,2005-2006,Los Angeles Lakers,1,25.1,45.0,37.0,0.5487804878048781,48,34,2.5,0.03,2.53,108.4,105.7,2.7,90.9,0.32899999999999996,0.24,0.539,0.495,13.1,28.8,0.245,0.486,13.4,73.6,0.242,STAPLES Center,774189,18883
8.0,2005-2006,Cleveland Cavaliers,1,27.1,50.0,32.0,0.6097560975609756,48,34,2.23,-0.06,2.17,107.8,105.4,2.4,89.8,0.36200000000000004,0.228,0.5379999999999999,0.49200000000000005,13.3,28.4,0.263,0.49,12.8,75.7,0.226,Gund Arena,792391,19327
9.0,2005-2006,Los Angeles Clippers,1,26.8,47.0,35.0,0.573170731707317,46,36,1.57,0.18,1.75,105.3,103.6,1.7,91.7,0.332,0.131,0.54,0.48700000000000004,13.8,25.4,0.263,0.47100000000000003,12.2,75.9,0.24,STAPLES Center,712409,17376
10.0,2005-2006,Indiana Pacers,1,27.3,41.0,41.0,0.5,47,35,1.89,-0.27,1.62,104.5,102.4,2.1,89.7,0.344,0.245,0.5329999999999999,0.48700000000000004,14.8,27.1,0.254,0.46399999999999997,13.0,72.6,0.23199999999999998,Conseco Fieldhouse,663368,16180
11.0,2005-2006,Sacramento Kings,1,27.2,44.0,38.0,0.5365853658536586,45,37,1.54,0.07,1.61,106.7,105.0,1.7,91.9,0.33399999999999996,0.217,0.544,0.49200000000000005,13.9,25.4,0.262,0.488,13.7,72.2,0.21,ARCO Arena (II),709997,17317
12.0,2005-2006,Washington Wizards,1,26.5,42.0,40.0,0.5121951219512195,46,36,1.85,-0.29,1.57,109.3,107.3,2.0,92.3,0.375,0.209,0.5379999999999999,0.484,12.8,29.5,0.284,0.504,15.1,70.9,0.256,MCI Center,705062,17197
13.0,2005-2006,New Jersey Nets,1,28.6,49.0,33.0,0.5975609756097561,45,37,1.37,-0.26,1.11,103.9,102.4,1.5,89.8,0.34600000000000003,0.22899999999999998,0.528,0.478,13.3,24.0,0.262,0.47600000000000003,14.0,76.3,0.266,Continental Airlines Arena,691543,16867
14.0,2005-2006,Chicago Bulls,1,24.1,41.0,41.0,0.5,43,39,0.63,-0.12,0.51,104.0,103.4,0.6,92.9,0.292,0.21899999999999997,0.527,0.48700000000000004,13.9,26.3,0.21600000000000003,0.46399999999999997,13.9,74.7,0.295,United Center,868720,21188
15.0,2005-2006,Denver Nuggets,1,27.4,44.0,38.0,0.5365853658536586,42,40,0.23,0.13,0.36,105.5,105.2,0.3,93.9,0.34700000000000003,0.161,0.535,0.488,13.7,26.8,0.258,0.493,14.7,72.0,0.22699999999999998,Pepsi Center,702555,17135
16.0,2005-2006,Milwaukee Bucks,1,25.5,40.0,42.0,0.4878048780487805,38,44,-1.04,-0.04,-1.07,106.3,107.4,-1.1,91.2,0.322,0.203,0.535,0.49200000000000005,13.8,27.3,0.23800000000000002,0.504,13.8,74.6,0.262,Bradley Center,681337,16618
17.0,2005-2006,Golden State Warriors,0,25.6,34.0,48.0,0.4146341463414634,37,45,-1.35,0.25,-1.11,104.8,106.2,-1.4,93.3,0.32299999999999995,0.27,0.521,0.479,13.0,26.9,0.23199999999999998,0.49200000000000005,14.1,71.6,0.243,Oakland Arena,749185,18273
18.0,2005-2006,Orlando Magic,0,25.5,36.0,46.0,0.43902439024390244,38,44,-1.07,-0.18,-1.26,106.3,107.5,-1.2,88.3,0.369,0.129,0.5429999999999999,0.496,14.7,28.5,0.27,0.49,13.0,72.5,0.264,TD Waterhouse Centre,638005,15561
19.0,2005-2006,Houston Rockets,0,28.8,34.0,48.0,0.4146341463414634,36,46,-1.59,0.28,-1.3,101.6,103.3,-1.7,88.0,0.317,0.226,0.519,0.47100000000000003,14.3,25.5,0.24,0.47200000000000003,13.1,74.6,0.247,Toyota Center,636110,15515
20.0,2005-2006,Boston Celtics,0,25.3,33.0,49.0,0.4024390243902439,37,45,-1.54,-0.05,-1.59,105.2,106.9,-1.7,92.2,0.349,0.204,0.551,0.504,15.7,25.5,0.263,0.49,13.8,72.8,0.282,TD Banknorth Garden,692873,16899
21.0,2005-2006,Minnesota Timberwolves,0,26.7,33.0,49.0,0.4024390243902439,35,47,-1.88,0.13,-1.75,102.4,104.5,-2.1,88.8,0.299,0.149,0.524,0.48,14.2,25.2,0.226,0.475,13.4,71.3,0.23600000000000002,Target Center,662167,16150
22.0,2005-2006,Philadelphia 76ers,0,26.5,38.0,44.0,0.4634146341463415,35,47,-1.95,-0.15,-2.1,106.0,108.1,-2.1,92.7,0.35600000000000004,0.158,0.5379999999999999,0.48700000000000004,13.3,25.6,0.27,0.5,14.3,71.3,0.24,Wachovia Center,677278,16519
23.0,2005-2006,Utah Jazz,0,25.6,41.0,41.0,0.5,33,49,-2.63,0.14,-2.49,104.1,107.0,-2.9,87.8,0.397,0.149,0.519,0.467,15.0,32.4,0.28600000000000003,0.49,14.0,73.2,0.303,Delta Center,751621,18332
24.0,2005-2006,New Orleans/Oklahoma City Hornets,0,26.3,38.0,44.0,0.4634146341463415,33,49,-2.82,0.31,-2.51,103.7,106.8,-3.1,89.0,0.33899999999999997,0.138,0.515,0.46399999999999997,12.9,26.9,0.257,0.502,14.3,73.4,0.243,Ford Center,744920,18717
25.0,2005-2006,Seattle SuperSonics,0,25.6,35.0,47.0,0.4268292682926829,33,49,-3.02,0.15,-2.88,111.1,114.4,-3.3,91.6,0.314,0.243,0.551,0.504,13.7,30.4,0.24600000000000002,0.527,13.6,69.0,0.26,KeyArena at Seattle Center,664157,16199
26.0,2005-2006,Toronto Raptors,0,25.9,27.0,55.0,0.32926829268292684,33,49,-2.99,-0.04,-3.03,109.5,112.7,-3.2,91.1,0.315,0.244,0.5479999999999999,0.5,12.4,25.4,0.249,0.53,13.5,73.3,0.263,Air Canada Centre,699332,17057
27.0,2005-2006,Charlotte Bobcats,0,25.2,26.0,56.0,0.3170731707317073,30,52,-4.0,0.1,-3.9,102.5,106.7,-4.2,93.4,0.319,0.184,0.509,0.46399999999999997,13.0,27.1,0.233,0.514,16.5,70.7,0.263,Charlotte Bobcats Arena,671011,16366
28.0,2005-2006,Atlanta Hawks,0,22.7,26.0,56.0,0.3170731707317073,28,54,-4.76,0.07,-4.69,106.4,111.6,-5.2,90.4,0.34,0.17800000000000002,0.534,0.486,14.7,31.4,0.255,0.513,14.1,69.5,0.275,Philips Arena,617817,15069
29.0,2005-2006,New York Knicks,0,25.6,23.0,59.0,0.2804878048780488,24,58,-6.4,0.11,-6.3,104.0,111.0,-7.0,90.8,0.41700000000000004,0.142,0.534,0.48100000000000004,16.5,31.2,0.303,0.511,13.4,72.8,0.294,Madison Square Garden (IV),776176,18931
30.0,2005-2006,Portland Trail Blazers,0,24.6,21.0,61.0,0.25609756097560976,16,66,-9.45,0.54,-8.91,101.1,111.9,-10.8,87.6,0.31,0.166,0.511,0.474,14.5,26.6,0.214,0.507,12.6,68.2,0.231,Rose Garden Arena,617019,15049
1.0,2006-2007,San Antonio Spurs,1,30.4,58.0,24.0,0.7073170731707317,64,18,8.43,-0.08,8.35,109.2,99.9,9.3,89.8,0.313,0.247,0.561,0.521,13.6,24.2,0.235,0.47100000000000003,14.0,75.7,0.201,AT&T Center,764823,18654
2.0,2006-2007,Dallas Mavericks,1,28.1,67.0,15.0,0.8170731707317073,61,21,7.22,0.06,7.28,111.3,103.2,8.1,89.5,0.317,0.218,0.5589999999999999,0.509,13.4,28.7,0.256,0.47700000000000004,14.2,75.0,0.265,American Airlines Center,834411,20351
3.0,2006-2007,Phoenix Suns,1,27.6,61.0,21.0,0.7439024390243902,59,23,7.3,-0.03,7.28,113.9,106.4,7.5,95.6,0.267,0.287,0.59,0.551,13.4,22.7,0.215,0.49200000000000005,13.6,71.9,0.20600000000000002,US Airways Center,755302,18422
4.0,2006-2007,Houston Rockets,1,28.2,52.0,30.0,0.6341463414634146,55,27,4.85,0.19,5.04,106.0,100.7,5.3,90.7,0.292,0.29,0.54,0.499,13.6,25.7,0.22,0.466,13.6,77.0,0.23,Toyota Center,678362,16545
5.0,2006-2007,Chicago Bulls,1,26.0,49.0,33.0,0.5975609756097561,55,27,5.01,-0.49,4.52,104.9,99.6,5.3,93.6,0.313,0.18600000000000003,0.534,0.493,14.7,28.6,0.22899999999999998,0.473,16.2,74.3,0.252,United Center,912364,22253
6.0,2006-2007,Detroit Pistons,1,29.0,53.0,29.0,0.6463414634146342,53,29,4.16,-0.47,3.69,108.9,104.2,4.7,87.3,0.307,0.201,0.535,0.488,12.0,28.3,0.237,0.47700000000000004,14.3,70.9,0.23399999999999999,The Palace of Auburn Hills,905116,22076
7.0,2006-2007,Cleveland Cavaliers,1,26.9,50.0,32.0,0.6097560975609756,52,30,3.83,-0.5,3.33,105.5,101.3,4.2,90.8,0.32,0.21100000000000002,0.522,0.484,13.4,29.7,0.223,0.48,14.7,75.8,0.243,Quicken Loans Arena,837883,20436
8.0,2006-2007,Utah Jazz,1,25.9,51.0,31.0,0.6219512195121951,49,33,2.87,0.2,3.06,110.1,107.0,3.1,91.6,0.38,0.163,0.551,0.502,14.5,31.7,0.28300000000000003,0.496,14.4,75.1,0.314,EnergySolutions Arena,802214,19566
9.0,2006-2007,Denver Nuggets,1,26.5,45.0,37.0,0.5487804878048781,45,37,1.62,0.07,1.69,107.6,105.9,1.7,97.4,0.36,0.212,0.5479999999999999,0.501,14.6,28.9,0.268,0.499,14.5,71.8,0.203,Pepsi Center,706437,17230
10.0,2006-2007,Toronto Raptors,1,26.0,47.0,35.0,0.573170731707317,44,38,0.99,-0.38,0.61,107.0,106.0,1.0,92.6,0.303,0.22399999999999998,0.55,0.504,13.0,22.2,0.239,0.503,14.3,74.5,0.21899999999999997,Air Canada Centre,748603,18259
11.0,2006-2007,Orlando Magic,1,25.6,40.0,42.0,0.4878048780487805,43,39,0.78,-0.43,0.35,104.9,104.1,0.8,89.9,0.39299999999999996,0.158,0.544,0.5,16.3,29.3,0.276,0.48,14.6,73.7,0.28600000000000003,Amway Arena,700887,17095
12.0,2006-2007,Los Angeles Lakers,1,25.3,42.0,40.0,0.5121951219512195,41,41,-0.07,0.32,0.24,108.6,108.6,0.0,93.5,0.33299999999999996,0.259,0.5539999999999999,0.511,14.3,26.1,0.249,0.5,13.5,72.3,0.262,STAPLES Center,778415,18986
13.0,2006-2007,Golden State Warriors,1,24.6,42.0,40.0,0.5121951219512195,40,42,-0.34,0.34,0.0,107.0,107.4,-0.4,99.2,0.3,0.27899999999999997,0.5479999999999999,0.512,14.1,25.6,0.215,0.506,16.1,69.6,0.264,Oracle Arena,742267,18104
14.0,2006-2007,Los Angeles Clippers,0,27.5,40.0,42.0,0.4878048780487805,40,42,-0.46,0.39,-0.07,105.1,105.6,-0.5,90.8,0.355,0.14300000000000002,0.537,0.48100000000000004,14.5,27.2,0.28,0.488,13.3,74.7,0.249,STAPLES Center,755261,18421
15.0,2006-2007,Washington Wizards,1,26.8,41.0,41.0,0.5,40,42,-0.51,-0.28,-0.8,110.1,110.6,-0.5,94.1,0.35600000000000004,0.237,0.542,0.491,12.6,28.1,0.272,0.517,14.4,71.0,0.249,Verizon Center,753283,18373
16.0,2006-2007,New Jersey Nets,1,28.2,41.0,41.0,0.5,39,43,-0.77,-0.23,-1.0,105.7,106.6,-0.9,91.4,0.33799999999999997,0.263,0.546,0.504,14.2,24.6,0.245,0.49,13.7,74.4,0.266,Continental Airlines Arena,693955,16926
17.0,2006-2007,New Orleans/Oklahoma City Hornets,0,26.4,39.0,43.0,0.47560975609756095,36,46,-1.57,0.38,-1.19,104.8,106.5,-1.7,90.2,0.29100000000000004,0.188,0.52,0.479,13.6,29.1,0.215,0.499,13.2,74.7,0.212,Ford Center,731165,17954
18.0,2006-2007,Miami Heat,1,29.3,44.0,38.0,0.5365853658536586,38,44,-0.91,-0.29,-1.21,104.3,105.3,-1.0,89.9,0.321,0.245,0.541,0.506,14.3,24.9,0.222,0.485,13.8,73.3,0.23199999999999998,AmericanAirlines Arena,808541,19721
19.0,2006-2007,Sacramento Kings,0,27.3,33.0,49.0,0.4024390243902439,36,46,-1.8,0.46,-1.35,106.2,108.0,-1.8,94.8,0.379,0.23199999999999998,0.545,0.491,13.5,23.1,0.289,0.513,14.9,72.5,0.24,ARCO Arena (II),709997,17317
20.0,2006-2007,Seattle SuperSonics,0,25.9,31.0,51.0,0.3780487804878049,33,49,-2.89,0.45,-2.45,107.2,110.3,-3.1,91.8,0.28800000000000003,0.21899999999999997,0.544,0.499,14.5,27.8,0.228,0.515,14.1,70.9,0.243,KeyArena at Seattle Center,654163,15955
21.0,2006-2007,Indiana Pacers,0,27.2,35.0,47.0,0.4268292682926829,34,48,-2.44,-0.18,-2.62,102.9,105.5,-2.6,92.4,0.324,0.212,0.523,0.474,15.1,28.4,0.24600000000000002,0.491,14.8,72.7,0.271,Conseco Fieldhouse,629750,15360
22.0,2006-2007,New York Knicks,0,25.4,33.0,49.0,0.4024390243902439,33,49,-2.85,-0.21,-3.06,105.7,108.8,-3.1,90.8,0.377,0.21600000000000003,0.539,0.494,15.9,31.0,0.27,0.504,13.0,74.0,0.24600000000000002,Madison Square Garden (IV),770617,18796
23.0,2006-2007,Minnesota Timberwolves,0,27.7,32.0,50.0,0.3902439024390244,30,52,-3.67,0.51,-3.16,103.9,107.9,-4.0,91.0,0.29100000000000004,0.16699999999999998,0.537,0.49,14.8,25.1,0.231,0.498,13.3,72.1,0.226,Target Center,655947,15999
24.0,2006-2007,Philadelphia 76ers,0,26.2,35.0,47.0,0.4268292682926829,32,50,-3.02,-0.23,-3.26,103.6,106.9,-3.3,90.7,0.33299999999999996,0.128,0.53,0.48,14.6,27.2,0.255,0.501,14.7,70.8,0.221,Wachovia Center,608603,14844
25.0,2006-2007,Boston Celtics,0,23.5,24.0,58.0,0.2926829268292683,31,51,-3.41,-0.29,-3.7,103.2,106.9,-3.7,92.0,0.337,0.19899999999999998,0.53,0.479,15.4,27.0,0.259,0.502,14.5,73.8,0.28,TD Banknorth Garden,690576,16843
26.0,2006-2007,Portland Trail Blazers,0,24.4,32.0,50.0,0.3902439024390244,29,53,-4.29,0.51,-3.78,105.1,109.9,-4.8,88.3,0.314,0.193,0.53,0.483,14.5,28.2,0.24100000000000002,0.508,13.5,73.0,0.267,Rose Garden Arena,670778,16360
27.0,2006-2007,Charlotte Bobcats,0,25.5,33.0,49.0,0.4024390243902439,30,52,-3.74,-0.22,-3.97,103.6,107.6,-4.0,92.0,0.322,0.193,0.524,0.48,13.9,26.4,0.23600000000000002,0.5,14.7,71.6,0.27899999999999997,Charlotte Bobcats Arena,637520,15549
28.0,2006-2007,Milwaukee Bucks,0,26.0,28.0,54.0,0.34146341463414637,29,53,-4.38,-0.06,-4.43,107.0,111.7,-4.7,92.3,0.28600000000000003,0.21899999999999997,0.541,0.504,14.1,27.6,0.209,0.522,14.5,68.1,0.23399999999999999,Bradley Center,663629,16186
29.0,2006-2007,Memphis Grizzlies,0,26.2,22.0,60.0,0.2682926829268293,27,55,-5.15,0.71,-4.44,106.9,112.3,-5.4,93.6,0.374,0.21100000000000002,0.555,0.504,15.2,25.9,0.285,0.529,14.0,71.1,0.237,FedEx Forum,600836,14655
30.0,2006-2007,Atlanta Hawks,0,24.1,30.0,52.0,0.36585365853658536,27,55,-4.76,-0.1,-4.86,103.0,108.3,-5.3,90.0,0.34600000000000003,0.163,0.523,0.47100000000000003,15.1,29.2,0.263,0.503,14.5,70.9,0.268,Philips Arena,639375,15595
1.0,2007-2008,Boston Celtics,1,27.9,66.0,16.0,0.8048780487804879,67,15,10.26,-0.95,9.3,110.2,98.9,11.3,90.9,0.34600000000000003,0.249,0.569,0.522,14.7,26.6,0.267,0.457,15.2,74.4,0.253,TD Banknorth Garden,763584,18624
2.0,2007-2008,Los Angeles Lakers,1,26.7,57.0,25.0,0.6951219512195121,59,23,7.26,0.09,7.34,113.0,105.5,7.5,95.6,0.33299999999999996,0.257,0.57,0.525,12.9,26.3,0.256,0.485,12.9,73.4,0.214,STAPLES Center,778877,18997
3.0,2007-2008,Utah Jazz,1,25.3,54.0,28.0,0.6585365853658537,59,23,6.88,-0.01,6.86,113.8,106.5,7.3,93.2,0.349,0.166,0.573,0.528,13.6,29.5,0.265,0.501,15.0,74.1,0.294,EnergySolutions Arena,816211,19908
4.0,2007-2008,Detroit Pistons,1,28.3,59.0,23.0,0.7195121951219512,62,20,7.39,-0.72,6.67,111.4,102.9,8.5,87.3,0.3,0.203,0.539,0.495,11.4,29.4,0.23,0.47,13.4,73.7,0.244,The Palace of Auburn Hills,905116,22076
5.0,2007-2008,New Orleans Hornets,1,27.1,56.0,26.0,0.6829268292682927,56,26,5.28,0.18,5.46,111.5,105.7,5.8,89.9,0.251,0.239,0.5479999999999999,0.512,11.4,27.0,0.193,0.501,13.5,75.4,0.184,New Orleans Arena,581432,14181
6.0,2007-2008,Phoenix Suns,1,29.3,55.0,27.0,0.6707317073170732,54,28,5.05,0.09,5.14,113.3,108.1,5.2,96.7,0.292,0.26,0.59,0.551,13.4,22.4,0.228,0.488,11.8,70.9,0.191,US Airways Center,755302,18422
