RANK,SEASON,TEAM,PLAYOFF_TEAM,AVERAGE_AGE,W,L,W/L%,PW,PL,MOV,SOS,SRS,ORTG,DRTG,NRTG,PACE,FT_RATE,3PA_RATE,TS%,OFFENSIVE_EFG%,OFFENSIVE_TOV%,OFFENSIVE_ORB%,OFFENSIVE_FT/FGA,DEFENSIVE_eFG%,DEFENSIVE_TOV%,DEFENSIVE_DRB%,DEFENSIVE_FT/FGA,ARENA,TOTAL_ATTENDANCE,ATTENDANCE/G
16.0,2017-2018,Los Angeles Clippers,0,27.0,42.0,40.0,0.5121951219512195,41,41,0.04,0.11,0.15,110.3,110.2,0.1,98.7,0.299,0.314,0.564,0.527,13.2,23.5,0.222,0.52,12.6,76.1,0.203,STAPLES Center,697812,17020
17.0,2017-2018,Miami Heat,1,26.5,44.0,38.0,0.5365853658536586,42,40,0.48,-0.33,0.15,106.8,106.3,0.5,95.6,0.22899999999999998,0.358,0.551,0.52,13.3,21.5,0.17300000000000001,0.507,13.1,79.0,0.215,AmericanAirlines Arena,804850,19630
18.0,2017-2018,Charlotte Hornets,0,26.6,36.0,46.0,0.43902439024390244,42,40,0.26,-0.19,0.07,109.4,109.1,0.3,98.4,0.312,0.314,0.5489999999999999,0.508,11.4,22.2,0.233,0.532,12.4,80.7,0.165,Spectrum Center,671404,16376
19.0,2017-2018,Detroit Pistons,0,25.9,39.0,43.0,0.47560975609756095,41,41,-0.15,-0.11,-0.26,107.2,107.3,-0.1,96.2,0.22699999999999998,0.33299999999999996,0.5429999999999999,0.512,12.3,22.7,0.16899999999999998,0.524,13.7,78.5,0.172,Little Caesars Arena,713945,17413
20.0,2017-2018,Milwaukee Bucks,1,25.9,44.0,38.0,0.5365853658536586,40,42,-0.3,-0.15,-0.45,109.8,110.1,-0.3,96.2,0.281,0.297,0.5710000000000001,0.531,12.9,20.4,0.22,0.528,14.2,75.9,0.22,BMO Harris Bradley Center,685303,16856
21.0,2017-2018,Los Angeles Lakers,0,23.7,35.0,47.0,0.4268292682926829,37,45,-1.55,0.11,-1.44,106.5,108.0,-1.5,100.3,0.264,0.32899999999999996,0.5479999999999999,0.517,13.8,23.6,0.188,0.514,12.5,77.7,0.19,STAPLES Center,776327,18935
22.0,2017-2018,Dallas Mavericks,0,27.7,24.0,58.0,0.2926829268292683,33,49,-3.04,0.34,-2.7,106.3,109.5,-3.2,95.6,0.217,0.382,0.544,0.513,11.6,18.0,0.166,0.532,12.9,78.9,0.193,American Airlines Center,811453,19792
23.0,2017-2018,New York Knicks,0,26.3,29.0,53.0,0.35365853658536583,32,50,-3.56,0.03,-3.53,107.1,110.7,-3.6,96.8,0.21600000000000003,0.266,0.544,0.51,13.3,24.1,0.17,0.522,12.2,76.7,0.20800000000000002,Madison Square Garden (IV),792608,19332
24.0,2017-2018,Brooklyn Nets,0,25.1,28.0,54.0,0.34146341463414637,31,51,-3.74,0.07,-3.67,106.9,110.6,-3.7,98.9,0.26,0.41100000000000003,0.551,0.514,13.6,21.0,0.201,0.517,11.0,77.0,0.201,Barclays Center,640010,15376
25.0,2017-2018,Orlando Magic,0,25.6,25.0,57.0,0.3048780487804878,28,54,-4.82,-0.1,-4.92,105.2,110.1,-4.9,98.1,0.23800000000000002,0.342,0.545,0.512,13.3,20.0,0.18,0.525,12.8,75.6,0.187,Amway Center,734531,17915
26.0,2017-2018,Atlanta Hawks,0,25.4,24.0,58.0,0.2926829268292683,27,55,-5.45,0.15,-5.3,105.0,110.6,-5.6,98.3,0.23600000000000002,0.363,0.547,0.512,14.1,21.1,0.185,0.536,13.6,76.2,0.183,Philips Arena,590769,14409
27.0,2017-2018,Memphis Grizzlies,0,26.0,22.0,60.0,0.2682926829268293,25,57,-6.21,0.39,-5.81,104.5,111.0,-6.5,94.9,0.255,0.317,0.539,0.5,14.0,22.4,0.201,0.529,13.8,76.5,0.256,FedEx Forum,653863,15948
28.0,2017-2018,Sacramento Kings,0,26.4,27.0,55.0,0.32926829268292684,23,59,-6.99,0.39,-6.6,103.7,111.1,-7.4,94.9,0.19399999999999998,0.278,0.529,0.502,12.8,21.5,0.14300000000000002,0.542,13.5,77.6,0.19899999999999998,Golden 1 Center,714680,17431
29.0,2017-2018,Chicago Bulls,0,24.4,27.0,55.0,0.32926829268292684,23,59,-7.04,0.2,-6.84,103.8,110.9,-7.1,98.3,0.21600000000000003,0.35,0.529,0.49700000000000005,12.6,20.6,0.16399999999999998,0.542,12.4,80.6,0.184,United Center,851824,20776
30.0,2017-2018,Phoenix Suns,0,23.7,21.0,61.0,0.25609756097560976,19,63,-9.37,0.57,-8.8,103.5,112.8,-9.3,100.3,0.275,0.32,0.532,0.495,13.9,22.5,0.203,0.5329999999999999,11.9,76.5,0.212,Talking Stick Resort Arena,690576,16843
1.0,2018-2019,Milwaukee Bucks,1,26.9,60.0,22.0,0.7317073170731707,61,21,8.87,-0.82,8.04,113.8,105.2,8.6,103.3,0.255,0.419,0.583,0.55,12.0,20.8,0.19699999999999998,0.503,11.5,80.3,0.162,Fiserv Forum,721692,17602
2.0,2018-2019,Golden State Warriors,1,28.4,57.0,25.0,0.6951219512195121,56,26,6.46,-0.04,6.42,115.9,109.5,6.4,100.9,0.22699999999999998,0.384,0.596,0.565,12.6,22.5,0.182,0.508,11.7,77.1,0.205,Oracle Arena,803436,19596
3.0,2018-2019,Toronto Raptors,1,27.3,58.0,24.0,0.7073170731707317,56,26,6.09,-0.6,5.49,113.1,107.1,6.0,100.2,0.247,0.379,0.579,0.5429999999999999,12.4,21.9,0.198,0.509,13.1,77.1,0.19,Scotiabank Arena,812822,19825
4.0,2018-2019,Utah Jazz,1,27.3,50.0,32.0,0.6097560975609756,54,28,5.26,0.03,5.28,110.9,105.7,5.2,100.3,0.295,0.39399999999999996,0.5720000000000001,0.5379999999999999,13.4,22.9,0.217,0.507,12.4,80.3,0.18899999999999997,Vivint Smart Home Arena,750546,18306
5.0,2018-2019,Houston Rockets,1,29.2,53.0,29.0,0.6463414634146342,53,29,4.77,0.19,4.96,115.5,110.7,4.8,97.9,0.27899999999999997,0.519,0.581,0.542,12.0,22.8,0.221,0.525,13.4,74.4,0.21,Toyota Center,740392,18058
6.0,2018-2019,Portland Trail Blazers,1,26.2,53.0,29.0,0.6463414634146342,51,31,4.2,0.24,4.43,114.7,110.5,4.2,99.1,0.258,0.33899999999999997,0.568,0.528,12.1,26.6,0.21,0.516,11.0,77.9,0.195,Moda Center,799345,19496
7.0,2018-2019,Denver Nuggets,1,24.9,54.0,28.0,0.6585365853658537,51,31,3.95,0.24,4.19,113.0,108.9,4.1,97.7,0.23199999999999998,0.348,0.5579999999999999,0.527,11.9,26.6,0.175,0.521,12.3,78.0,0.19399999999999998,Pepsi Center,756457,18450
8.0,2018-2019,Boston Celtics,1,25.7,49.0,33.0,0.5975609756097561,52,30,4.44,-0.54,3.9,112.2,107.8,4.4,99.6,0.215,0.381,0.5670000000000001,0.534,11.5,21.6,0.17300000000000001,0.514,13.4,77.0,0.198,TD Garden,763584,18624
9.0,2018-2019,Oklahoma City Thunder,1,25.7,49.0,33.0,0.5975609756097561,50,32,3.4,0.15,3.56,110.3,107.0,3.3,102.8,0.266,0.34700000000000003,0.545,0.514,11.7,26.0,0.19,0.523,14.4,78.2,0.20600000000000002,Chesapeake Energy Arena,746323,18203
10.0,2018-2019,Indiana Pacers,1,27.0,48.0,34.0,0.5853658536585366,50,32,3.33,-0.57,2.76,109.9,106.5,3.4,98.1,0.242,0.292,0.561,0.53,12.4,21.9,0.182,0.516,14.1,76.2,0.184,Bankers Life Fieldhouse,689310,16812
11.0,2018-2019,Philadelphia 76ers,1,26.4,51.0,31.0,0.6219512195121951,48,34,2.7,-0.44,2.25,112.6,110.0,2.6,101.6,0.312,0.342,0.574,0.532,12.9,24.5,0.24100000000000002,0.512,11.1,78.6,0.20600000000000002,Wells Fargo Center,838342,20447
12.0,2018-2019,San Antonio Spurs,1,28.8,48.0,34.0,0.5853658536585366,45,37,1.68,0.12,1.8,112.9,111.2,1.7,98.3,0.237,0.28600000000000003,0.5720000000000001,0.534,11.0,21.0,0.19399999999999998,0.528,11.0,79.4,0.17,AT&T Center,750616,18308
13.0,2018-2019,Los Angeles Clippers,1,27.2,48.0,34.0,0.5853658536585366,43,39,0.85,0.23,1.09,112.4,111.5,0.9,101.7,0.326,0.295,0.575,0.529,12.7,22.0,0.258,0.514,11.4,76.0,0.22399999999999998,STAPLES Center,710327,17325
14.0,2018-2019,Orlando Magic,1,25.7,42.0,40.0,0.5121951219512195,43,39,0.71,-0.43,0.28,108.9,108.1,0.8,98.1,0.21600000000000003,0.36,0.55,0.518,11.9,22.0,0.168,0.515,11.8,79.7,0.18600000000000003,Amway Center,720024,17431
15.0,2018-2019,Brooklyn Nets,1,25.4,42.0,40.0,0.5121951219512195,41,41,-0.07,-0.33,-0.4,109.6,109.7,-0.1,100.8,0.284,0.40299999999999997,0.556,0.52,13.0,23.8,0.21100000000000002,0.512,11.6,76.4,0.19,Barclays Center,612597,14941
16.0,2018-2019,Miami Heat,0,27.0,39.0,43.0,0.47560975609756095,40,42,-0.23,-0.22,-0.45,107.3,107.6,-0.3,98.2,0.247,0.368,0.542,0.515,13.1,24.8,0.172,0.51,12.7,77.6,0.201,AmericanAirlines Arena,805264,19641
17.0,2018-2019,Detroit Pistons,1,26.9,41.0,41.0,0.5,40,42,-0.24,-0.31,-0.56,109.0,109.2,-0.2,97.4,0.262,0.39399999999999996,0.544,0.509,12.3,24.8,0.195,0.526,12.8,78.7,0.21100000000000002,Little Caesars Arena,675963,16487
18.0,2018-2019,Sacramento Kings,0,24.8,39.0,43.0,0.47560975609756095,38,44,-1.12,0.31,-0.81,110.4,111.5,-1.1,103.1,0.244,0.321,0.5539999999999999,0.524,11.5,23.1,0.177,0.5329999999999999,13.6,75.5,0.207,Golden 1 Center,700975,17097
19.0,2018-2019,Dallas Mavericks,0,26.9,33.0,49.0,0.4024390243902439,38,44,-1.28,0.42,-0.87,109.4,110.7,-1.3,99.0,0.29100000000000004,0.42200000000000004,0.555,0.519,12.7,22.7,0.21600000000000003,0.522,11.6,77.5,0.191,American Airlines Center,820569,20014
20.0,2018-2019,Minnesota Timberwolves,0,26.2,36.0,46.0,0.43902439024390244,37,45,-1.5,0.48,-1.02,111.4,112.9,-1.5,100.2,0.267,0.315,0.552,0.511,11.4,24.6,0.21,0.5379999999999999,12.9,74.9,0.19,Target Center,627543,15306
21.0,2018-2019,New Orleans Pelicans,0,25.7,33.0,49.0,0.4024390243902439,38,44,-1.33,0.23,-1.1,111.4,112.6,-1.2,103.3,0.254,0.324,0.563,0.529,12.6,24.1,0.193,0.532,11.6,76.8,0.193,Smoothie King Center,656183,16004
22.0,2018-2019,Charlotte Hornets,0,26.6,39.0,43.0,0.47560975609756095,38,44,-1.1,-0.22,-1.32,111.4,112.5,-1.1,98.7,0.257,0.37799999999999995,0.5539999999999999,0.514,10.9,21.7,0.205,0.5379999999999999,12.1,77.1,0.179,Spectrum Center,676570,16502
23.0,2018-2019,Los Angeles Lakers,0,26.2,37.0,45.0,0.45121951219512196,37,45,-1.72,0.39,-1.33,107.8,109.5,-1.7,103.2,0.257,0.342,0.5539999999999999,0.527,13.4,22.2,0.18,0.516,12.2,76.4,0.192,STAPLES Center,778877,18997
24.0,2018-2019,Memphis Grizzlies,0,27.7,33.0,49.0,0.4024390243902439,34,48,-2.6,0.51,-2.08,106.1,108.8,-2.7,96.6,0.272,0.342,0.5479999999999999,0.508,12.9,20.0,0.21,0.521,13.9,77.6,0.23199999999999998,FedEx Forum,638332,15569
25.0,2018-2019,Washington Wizards,0,26.5,32.0,50.0,0.3902439024390244,34,48,-2.9,-0.4,-3.3,111.1,113.9,-2.8,101.4,0.266,0.37,0.5670000000000001,0.531,12.3,21.3,0.204,0.546,13.5,74.1,0.19899999999999998,Capital One Arena,716996,17448
26.0,2018-2019,Atlanta Hawks,0,25.1,29.0,53.0,0.35365853658536583,27,55,-6.02,-0.04,-6.06,108.1,113.9,-5.8,103.9,0.255,0.40299999999999997,0.555,0.522,14.3,24.7,0.192,0.541,12.8,76.4,0.237,State Farm Arena,628440,15328
27.0,2018-2019,Chicago Bulls,0,24.0,22.0,60.0,0.2682926829268293,21,61,-8.41,0.1,-8.32,104.8,113.2,-8.4,99.0,0.235,0.295,0.541,0.505,12.7,19.4,0.184,0.541,11.9,77.3,0.188,United Center,823475,20085
28.0,2018-2019,Phoenix Suns,0,24.0,19.0,63.0,0.23170731707317074,19,63,-9.34,0.73,-8.61,105.9,115.1,-9.2,100.5,0.259,0.335,0.552,0.514,13.8,20.5,0.20199999999999999,0.545,13.5,72.5,0.23600000000000002,Talking Stick Resort Arena,627023,15293
29.0,2018-2019,New York Knicks,0,23.4,17.0,65.0,0.2073170731707317,19,63,-9.21,0.28,-8.93,104.5,113.7,-9.2,99.6,0.27,0.33399999999999996,0.529,0.49,12.4,22.1,0.205,0.5329999999999999,11.7,76.1,0.203,Madison Square Garden (IV),779087,19002
30.0,2018-2019,Cleveland Cavaliers,0,25.2,19.0,63.0,0.23170731707317074,19,63,-9.61,0.22,-9.39,107.7,117.6,-9.9,96.6,0.23600000000000002,0.332,0.54,0.503,12.2,23.7,0.187,0.564,11.5,77.0,0.18100000000000002,Quicken Loans Arena,793337,19350
1.0,2019-2020,Milwaukee Bucks,1,29.2,53.0,12.0,0.8153846153846154,52,13,11.29,-0.85,10.44,112.6,101.9,10.7,105.0,0.263,0.423,0.583,0.5529999999999999,12.8,20.7,0.196,0.486,12.2,81.7,0.172,Fiserv Forum,549036,17711
2.0,2019-2020,Los Angeles Lakers,1,29.6,49.0,14.0,0.7777777777777778,45,18,7.41,0.34,7.75,113.0,105.6,7.4,100.9,0.268,0.355,0.5770000000000001,0.5479999999999999,13.2,24.6,0.196,0.509,13.8,78.4,0.20199999999999999,STAPLES Center,588907,18997
3.0,2019-2020,Los Angeles Clippers,0,27.4,44.0,20.0,0.6875,44,20,6.52,0.22,6.74,113.6,107.2,6.4,101.8,0.293,0.37,0.574,0.532,12.7,24.0,0.23199999999999998,0.503,12.3,77.3,0.21,STAPLES Center,610176,19068
4.0,2019-2020,Toronto Raptors,1,26.6,46.0,18.0,0.71875,44,20,6.45,-0.57,5.88,111.6,105.2,6.4,100.6,0.256,0.418,0.574,0.536,12.8,21.6,0.205,0.502,14.6,76.1,0.2,Scotiabank Arena,633456,19796
5.0,2019-2020,Dallas Mavericks,0,26.2,40.0,27.0,0.5970149253731343,45,22,6.04,-0.2,5.84,116.7,110.6,6.1,99.1,0.257,0.461,0.581,0.5479999999999999,11.3,23.5,0.198,0.519,10.9,77.4,0.172,American Airlines Center,682096,20062
6.0,2019-2020,Boston Celtics,1,25.3,43.0,21.0,0.671875,44,20,6.17,-0.48,5.69,112.9,106.8,6.1,99.3,0.255,0.382,0.5670000000000001,0.529,12.0,23.9,0.204,0.51,13.6,77.5,0.212,TD Garden,610864,19090
7.0,2019-2020,Houston Rockets,0,29.1,40.0,24.0,0.625,39,25,3.75,0.03,3.78,113.8,110.2,3.6,103.3,0.287,0.488,0.578,0.539,12.6,22.4,0.226,0.528,13.5,75.6,0.19399999999999998,Toyota Center,578458,18077
8.0,2019-2020,Utah Jazz,0,27.5,41.0,23.0,0.640625,38,26,3.17,0.03,3.2,112.6,109.4,3.2,98.4,0.26899999999999996,0.406,0.5870000000000001,0.552,13.6,21.2,0.20800000000000002,0.514,10.9,79.0,0.18,Vivint Smart Home Arena,567486,18306
9.0,2019-2020,Denver Nuggets,0,25.6,43.0,22.0,0.6615384615384615,39,26,2.95,0.06,3.02,112.5,109.5,3.0,97.2,0.23,0.342,0.564,0.532,12.3,24.7,0.17800000000000002,0.526,13.0,77.0,0.19399999999999998,Pepsi Center,633153,19186
10.0,2019-2020,Oklahoma City Thunder,0,25.6,40.0,24.0,0.625,37,27,2.45,0.34,2.79,111.6,109.1,2.5,98.6,0.292,0.345,0.5770000000000001,0.534,12.3,19.2,0.233,0.52,12.4,76.8,0.16399999999999998,Chesapeake Energy Arena,600699,18203
11.0,2019-2020,Miami Heat,0,25.9,41.0,24.0,0.6307692307692307,39,26,3.23,-0.65,2.58,112.7,109.4,3.3,98.1,0.298,0.413,0.5870000000000001,0.5489999999999999,13.5,20.5,0.231,0.522,12.3,79.7,0.20800000000000002,AmericanAirlines Arena,629771,19680
12.0,2019-2020,Philadelphia 76ers,0,26.4,39.0,26.0,0.6,37,28,2.22,0.0,2.22,110.4,108.2,2.2,98.8,0.252,0.36,0.562,0.53,12.7,23.7,0.18899999999999997,0.522,12.7,80.4,0.21100000000000002,Wells Fargo Center,639491,20629
13.0,2019-2020,Indiana Pacers,0,25.6,39.0,26.0,0.6,37,28,1.94,-0.33,1.61,110.3,108.3,2.0,98.5,0.217,0.311,0.565,0.5329999999999999,11.9,20.3,0.17,0.513,12.8,77.1,0.193,Bankers Life Fieldhouse,529002,16531
14.0,2019-2020,New Orleans Pelicans,0,25.4,28.0,36.0,0.4375,30,34,-0.83,1.13,0.3,110.8,111.6,-0.8,103.9,0.252,0.408,0.5670000000000001,0.5379999999999999,13.7,24.3,0.183,0.531,12.3,78.1,0.207,Smoothie King Center,528172,16505
15.0,2019-2020,Orlando Magic,0,26.0,30.0,35.0,0.46153846153846156,30,35,-0.97,0.12,-0.85,108.0,109.0,-1.0,98.3,0.248,0.36,0.54,0.503,11.4,22.4,0.191,0.535,13.5,79.0,0.17,Amway Center,529870,17093
16.0,2019-2020,Phoenix Suns,0,24.7,26.0,39.0,0.4,30,35,-1.37,0.33,-1.04,110.5,111.8,-1.3,101.4,0.273,0.361,0.5720000000000001,0.528,13.3,22.2,0.226,0.5429999999999999,14.0,78.3,0.221,Talking Stick Resort Arena,550633,15606
17.0,2019-2020,Memphis Grizzlies,0,24.0,32.0,33.0,0.49230769230769234,30,35,-1.08,0.02,-1.05,109.4,110.4,-1.0,102.8,0.23399999999999999,0.341,0.561,0.53,13.2,23.2,0.17800000000000002,0.52,12.6,77.6,0.213,FedEx Forum,523297,15857
18.0,2019-2020,Portland Trail Blazers,0,27.5,29.0,37.0,0.4393939393939394,30,36,-1.61,0.49,-1.11,112.5,114.1,-1.6,100.7,0.239,0.371,0.5660000000000001,0.53,11.5,22.0,0.191,0.523,11.0,75.0,0.204,Moda Center,628303,19634
19.0,2019-2020,Brooklyn Nets,0,26.5,30.0,34.0,0.46875,31,33,-0.64,-0.54,-1.18,108.1,108.7,-0.6,101.2,0.268,0.42,0.55,0.515,13.4,23.5,0.19899999999999998,0.507,10.9,77.8,0.18100000000000002,Barclays Center,524907,16403
20.0,2019-2020,San Antonio Spurs,0,27.9,27.0,36.0,0.42857142857142855,28,35,-1.76,0.57,-1.19,111.9,113.7,-1.8,100.0,0.254,0.321,0.569,0.529,11.0,19.5,0.20600000000000002,0.542,11.5,79.2,0.19399999999999998,AT&T Center,550515,18351
21.0,2019-2020,Sacramento Kings,0,27.1,28.0,36.0,0.4375,28,36,-1.92,0.48,-1.44,109.7,111.6,-1.9,98.4,0.23199999999999998,0.395,0.563,0.531,13.0,21.8,0.17800000000000002,0.54,13.6,78.5,0.222,Golden 1 Center,520663,16796
22.0,2019-2020,Minnesota Timberwolves,0,24.8,19.0,45.0,0.296875,24,40,-4.3,0.51,-3.78,108.1,112.2,-4.1,103.4,0.27699999999999997,0.433,0.551,0.514,13.0,22.1,0.209,0.541,13.2,77.2,0.218,Target Center,482112,15066
23.0,2019-2020,Chicago Bulls,0,24.4,22.0,43.0,0.3384615384615385,26,39,-3.08,-0.73,-3.81,106.7,109.8,-3.1,99.7,0.231,0.396,0.547,0.515,13.7,22.8,0.175,0.546,16.3,75.6,0.239,United Center,639352,18804
24.0,2019-2020,Detroit Pistons,0,25.9,20.0,46.0,0.30303030303030304,26,40,-3.56,-0.66,-4.22,109.0,112.7,-3.7,97.6,0.261,0.381,0.561,0.529,13.8,22.6,0.19399999999999998,0.541,12.7,75.9,0.18600000000000003,Little Caesars Arena,509469,15294
25.0,2019-2020,Washington Wizards,0,25.4,24.0,40.0,0.375,24,40,-4.05,-0.81,-4.86,111.9,115.8,-3.9,102.8,0.272,0.364,0.568,0.528,12.1,22.0,0.214,0.56,14.0,74.9,0.23,Capital One Arena,532702,16647
26.0,2019-2020,New York Knicks,0,24.5,21.0,45.0,0.3181818181818182,20,46,-6.45,-0.09,-6.55,106.5,113.0,-6.5,98.6,0.263,0.318,0.531,0.501,12.6,25.8,0.182,0.541,12.4,78.3,0.22399999999999998,Madison Square Garden (IV),620789,18812
27.0,2019-2020,Charlotte Hornets,0,24.3,23.0,42.0,0.35384615384615387,19,46,-6.75,-0.12,-6.88,106.3,113.3,-7.0,95.8,0.252,0.39899999999999997,0.539,0.504,13.3,23.9,0.188,0.546,13.1,74.4,0.159,Spectrum Center,478591,15428
28.0,2019-2020,Atlanta Hawks,0,24.1,20.0,47.0,0.29850746268656714,18,49,-7.97,0.4,-7.57,107.2,114.8,-7.6,103.0,0.258,0.39799999999999996,0.5539999999999999,0.515,13.8,21.6,0.204,0.5429999999999999,12.7,74.9,0.233,State Farm Arena,545453,16043
29.0,2019-2020,Cleveland Cavaliers,0,25.0,19.0,46.0,0.2923076923076923,18,47,-7.89,0.33,-7.57,107.5,115.4,-7.9,98.7,0.22699999999999998,0.36200000000000004,0.5529999999999999,0.522,14.6,24.6,0.172,0.56,11.7,77.4,0.16399999999999998,Quicken Loans Arena,643008,17861
30.0,2019-2020,Golden State Warriors,0,24.4,15.0,50.0,0.23076923076923078,16,49,-8.71,0.79,-7.92,105.2,113.8,-8.6,100.3,0.264,0.355,0.54,0.49700000000000005,13.2,21.5,0.212,0.5529999999999999,13.7,76.4,0.193,Chase Center,614176,18064
